1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.0, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 2.5, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.0, 3.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.0, 3.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.0, 3.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.0, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.0, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.0, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.5, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.5, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 1.0, 0.9, 3.5, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 2.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 2.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 2.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 2.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 2.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 2.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 3.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 3.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 3.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 3.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 3.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 3.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.5, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 3.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 3.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 3.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 3.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 3.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 3.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.5, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.5, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.5, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.5, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 0.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.5, 4.0, 0.0, 0.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.5, 4.0, 1.0, 1.0
1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.5, 4.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 1.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 1.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 1.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 2.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 2.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 2.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 2.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 2.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 2.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 3.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 3.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 3.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 3.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 3.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 3.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 4.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 4.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.0, 4.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 2.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 2.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 2.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 2.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 2.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 2.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 3.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 3.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 3.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 3.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 3.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 3.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 4.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 4.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 1.5, 4.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 2.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 2.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 2.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 3.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 3.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 3.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 3.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 3.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 3.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 4.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 4.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.0, 4.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 3.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 4.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 4.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 2.5, 4.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.0, 3.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.0, 3.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.0, 3.5, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.0, 4.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.0, 4.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.0, 4.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.5, 4.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.5, 4.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 0.9, 3.5, 4.0, 0.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 1.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5, 3.5, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5, 3.5, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 1.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 1.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 1.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 2.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 2.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 2.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 2.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 2.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 2.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 3.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 3.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 3.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 3.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 3.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 3.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 4.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 4.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.0, 4.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 2.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 2.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 2.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 2.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 2.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 2.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 3.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 3.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 3.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 3.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 3.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 3.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 4.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 4.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 1.5, 4.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 2.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 2.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 2.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 3.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 3.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 3.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 3.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 3.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 3.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 4.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 4.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.0, 4.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 3.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 3.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 3.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 3.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 3.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 3.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 4.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 4.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 2.5, 4.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.0, 3.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.0, 3.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.0, 3.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.0, 4.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.0, 4.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.0, 4.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.5, 4.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.5, 4.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 1.0, 0.9, 3.5, 4.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 2.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 2.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 2.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 3.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 3.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 3.5, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 3.5, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 3.5, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 4.0, 1.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 4.0, 0.0, 1.0
1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.5, 2.0, 0.0, 0.0
